artwork,artist_accepted,provenance,source,attribution_tbcleaned,accepted_criterion,accepted_cited,accepted_date,discarded_attribution1,discarded-criterion1,discarded_cited1,discarded_date1,discarded_attribution2,discarded-criterion2,discarded_cited2,discarded_date2,discarded_attribution3,discarded-criterion3,discarded_cited3,discarded_date3
b11074991,"Italian School (16th century), 16th C.","(a) Campana ;""(a) Mus?e Napol?on III Paris (521) as Cesare da Sesto "";""(b,c) given by the French government in 1872 to the Museum, Bayeux, France (177).""","(a) Catalogue des Tableaux du Mus?e Napol?on III, 1862, p.142, fig.521.;""(b) Annotation on back of photograph, 1925."";""(c) La Galerie Campana et les Mus?es Fran?ais, Predrizet and Jean, 1907, p.41, fig.521.""",,,,,,,,,,,,,,,,
b11075004,"Italian School (16th century), 16th C., attributed to.","(a,b) Sto. Spirito in Sassia (Sta. Maria Saxia), Rome, chapel on left side, (b) the frescoes are located at the foot of the pilaster at right on entering the chapel.","(a) Fototeca dell'Uninone di Arte Post Antica Romana, list, 3 May 1962, nos.26 and 27.;""(b) Frick Art Reference Library, 1962.""","(b) Attributed to Italian School - 16th c. by Frick Art Reference Library, 1962.",,,,,,,,,,,,,,,
b1107503x,"Italian School (16th century), 16th C.","(a,b) Sto. Spirito in Sassia (Sta. Maria in Saxia), Rome, on walls of alcove of disused side entrance in center of side to right on entering from main door facing altar.","(a) Fototeca dell'Unione di Arte Post Antica Romana, list, 3 May 1962, nos.9 to 11;""(b) Istituto di Studi Romani, Le Chiese di Roma: Sto. Spirito in Sassia, fig.5, no.62."";""(c) Frick Art Reference Library, 1962.""","(b) Anonymous - 2nd half 16th c. Middle of the century  (c) Italian School by Frick Art Reference Library, 1962.",,,,,,,,,,,,,,,
b11075041,"Italian School (16th century), 16th C., attributed to.","(a,b) Sto. Spirito in Sassia (Sta. Maria in Saxia), Rome,  fourth chapel to right on entering.","(a) Fototeca dell'Unione di Arte Post Antica Romana, list, 3 May 1962, no.14.;""(b) Istituto di Studi Romani, Le Chiese di Roma: Sto. Spirito in Sassia, fig.7, no.62."";""(c) Frick Art Reference Library, 1962.""","(c) Attributed to Italian School - 16th c. by Frick Art Reference Library, 1962.",,,,,,,,,,,,,,,
b11075053,"Italian School (16th century), 16th C., attributed to.","(a,b) Sto. Spirito in Sassia (Sta. Maria in Saxia), Rome.","(a) Fototeca dell'Unione di Arte Post Antica Romana, list, 3 May 1962, figs.25 and 29 to 34.;""(b) Istituto di Studi Romani, Le Chiese di Roma: Sto. Spirito in Sassia, fig.12, no.62."";""(c) Frick Art Reference Library, 1962.""","(c) Attributed to Italian School - 16th c. by Frick Art Reference Library, 1962.",,,,,,,,,,,,,,,
b11075077,"Italian School (16th century), 16th C., attributed to.","(a,b) Casa del Petrarca, Arqu? Petrarca, Italy.","(a) Touring Club Italia, Veneto, 1932, p.283.;""(b) Viaggi in Italia, December 1949 to January 1950, p.3, fig.6."";""(c) Frick Art Reference Library, 1951.""","(a) Anonymous - 16th c. by Touring Club Italia, 1932  (c) Attributed to Italian School by Frick Art Reference Library, 1951.",,,,,,,,,,,,,,,
b11075089,"Italian School (16th century), 16th C., attributed to.","(a) Sale, American Art Association, New York, Ancient Paintings, March 21-22, 1922, lot 77 ($90, to R.A. Correa).","(a) Sale, American Art Association, New York, Sale of  150 Ancient Paintings , 21 to 22 March 1922, lot 77, as St. George and the dragon (priced copy).;""(b) Frick Art Reference Library, February 1960.""","(a) Francesco Ruviale  (b) Attributed to Italian School - 16th c. by Frick Art Reference Library, 1 February 1960. It is not at all in the style of Francesco Ruviale, or Francisco Rubiale as indicated in the recent study of Bologna  probably Umbrian or Ferrarese.",,,,,,,,,,,,,,,
b11075090,"Italian School (16th century), 16th C., attributed to.","(a) Chiesa del Ges?, Cortona, Italy, (in 1900 over the first altar to left, on entering by the side door) ;""(b) Museo Diocesano, Cortona, Italy, housed in ex-Chiesa del Ges?, Pinacoteca Signorelliana.""","(a) della Cella, Cortona Antica, 1900, pp.114 to 115.;""(b) Sansoni, list, shipment 198, 1 September 1958, p.4."";""(c) Frick Art Reference Library, 1959.""","(a) Attributed to Pietro Valentini by della Cella, 1900. May possibly be the picture of this subject, which was at on time in the church of Sant'Antonio  (b) Anonymous - 16th c. by Sansoni  (c) Italian School by Frick Art Reference Library, 1959.",,,,,,,,,,,,,,,
b11075107,"Italian School (16th century), 16th C.","(a) Ch?teau de Blois, Blois.","(a) Annotation on back of photograph, December 1933.;""(b) Mus?e de Blois, 1888, fig.287.""",,,,,,,,,,,,,,,,
b11075119,"Italian School (16th century), 16th C.","(a) John G. Johnson Collection, Philadelphia (239) ;""(b) John G. Johnson Collection, Philadelphia Museum of Art, Philadelphia.""","(a) Catalogue of Johnson Collection, Bernard Berenson, vol.i, 1913, p.149, fig.239.;""(b) Frick Art Reference Library, April 1931.""","(a) Anonymous - 4th quarter 16th c. by Bernard Berenson, 1913, dated to circa 1590. Belongs to the end of the Correggiesque tradition, stands somewhere between Bernardino Campi, Baroccio and Santi di Tito. No Hellenistic artist.",Scholar-attribution,Bernard Berenson,1913,,,,,,,,,,,,
b11075120,"Italian School (16th century), 16th C., attributed to.","(a) Jos? Bahi Collection, Gerona, Spain.","(a) Arxiv Mas, slip attached to photograph.;""(b) Frick Art Reference Library, December 1929.""","(a) Italian School - 16th c. by Arxiv Mas, Barcelona  (b) Attributed to Anonymous - 16th c. by Frick Art Reference Library, December 1929. It may well be later.",,,,,,,,,,,,,,,
b11075144,"Italian School (16th century), 16th C.","(a) Castel Sant'Angelo, Rome.","(a) Annotations on back of photograph, received through L.D. Tolnay, 1950.;""(b) Frick Art Reference Library, April 1958.""",,,,,,,,,,,,,,,,
b11075156,"Italian School (16th century), 16th C.","(a) Victor Spark, dealer, New York.","(a) Italian Paintings from the 14th to the 18th Century, Studio of Victor Spark, New York, 1 February to 30 April 1948, fig.11.;""(b) Frick Art Reference Library, April 1948.""",,,,,,,,,,,,,,,,
b11075168,"Italian School (16th century), 16th C.","(a) Mrs. E.M. Sargent ;""(a) Sale, Christie's, London, Mrs. E.M. Sargent and Other Collections, March 20, 1959, lot 45 (120 guineas, to Waddingham).""","(a) Sale, Christie's, Mrs. E.M. Sargant and Other Collections Sale, 20 March 1959, p.10, lot 45 (priced copy).","(a) Italian School - 4th quarter 16th c. by Christie's, dated to circa 1590.",,,,,,,,,,,,,,,
b11075181,"Italian School (16th century), 16th C., attributed to.","(a) Museo Diocesano di Cortona, Italy, Pinacoteca Signorelliana.","(a) Sansoni, list, shipment 198, 1 September 1958, p.4.;""(b) Frick Art Reference Library, 1959.""",(a) Anonymous - 16th c. by Sansoni  (b) Attributed to Italian School by Frick Art Reference Library.,,,,,,,,,,,,,,,
b1107520x,"Italian School (16th century), 16th C.","(a) James Jackson Jarves Estate, on long lean at the Museum of Fine Arts, Boston.","(a) Henry J. Bowen, letter, 14 August 1923.;""(b) Verbally, Bowen, information sent with negatives at time of their loan to Frick Art Reference Library."";""(c) Verbally, Richard Offner, 1926 (at the Frick Art Reference Library).""","(b) Sodoma by Bowen  (c) Italian School - 4th quarter 16th c. by Richard Offner, 1926.",,,,,,,,,,,,,,,
b11075211,"Italian School (16th century), 16th C., attributed to.","(a) Museo Diocesano di Cortona, Italy, Pinacoteca Signorelliana.","(a) Sansoni, list, shipment 198, 1 September 1958, p.4.;""(b) Frick Art Reference Library, 1959.""","(a) Anonymous - 16th c. by Sansoni  (b) Italian School by Frick Art Reference Library, 1959.",,,,,,,,,,,,,,,
b11075223,"Italian School (16th century), 16th C., attributed to.","(a) Museo Diocesano di Cortona, Italy, Pinacoteca Signorelliana.","(a) Sansoni, list, shipment 198, 1 September 1958, p.4.;""(b) Frick Art Reference Library, 1959.""","(a) Anonymous - 16th c. by Sansoni, 1 September 1958  (b) Attributed to Italian School by Frick Art Reference Library, 1959.",,,,,,,,,,,,,,,
b11075235,"Italian School (16th century), 16th C., attributed to.","(a) Museo Diocesano di Cortona, Italy, Pinacoteca Signorelliana.","(a) Sansoni, list, shipment 198, 1 September 1958, p.4.;""(b) Frick Art Reference Library, 1959.""","(a) Anonymous - 16th c. by Sansoni, 1 September 1958  (b) Attributed to Italian School by Frick Art Reference Library, 1959.",,,,,,,,,,,,,,,
b11075259,"Italian School (16th century), 16th C., attributed to.","(a) Belongs to a gentleman prominent in motion pictures, whose parental home is in Italy ;""(a) the son of this gentleman brought seven paintings from the old home in Italy, which he was able to visit as an officer in the U.S. Air Force during World War II "";""(a) Lewis Giannelli, New York.""","(a) F.W. van West, letter, Pasadena, California, 24 July 1947.;""(b) Verbally, Lewis Giannelli, 14 July 1949 (at the Frick Art Reference Library)."";""(c) Frick Art Reference Library, November 1950."";""(d) Menzies, The Saints in Italy, 1924, p.452."";""(e) E. Ricci, Mille Santi nell'Arte, 1931, p.452.""","(c) Attributed to Italian School - 16th to 17th c. by Frick Art Reference Library, November 1950. Compared with the representation of S. Vincent Ferrer in glory, by Lotto, reproduced in Ricci.",,,,,,,,,,,,,,,
b11075260,"Italian School (16th century), 16th C., attributed to.","(a) Fornari Collection, Fabriano, Italy.","(a) F. Mason Perkins, annotation on back of photograph, circa 1925.;""(b) Verbally, Richard Offner, circa 1927 (at the Frick Art Reference Library)."";""(c) Frick Art Reference Library, 1937."";""(d) Archivio Fotografico Nazionale, p.30.""","(a) Attributed to Byzantine School - 16th c. by F. Mason Perkins, 1925  (b) Italian School by Richard Offner, 1927  (c,d) Anonymous - 15th c., (c) by Frick Art Reference Library, 1937, (d) by Archivio Fotografico Nazionale.",,,,,,,,,,,,,,,
b11075272,"Italian School (16th century), 16th C., attributed to.","(a) Purchased between 1913 and 1917 by John G. Johnson, Philadelphia ;""(a) John G. Johnson Art Collection, Philadelphia Museum of Art, Philadelphia.""","(a) Manuscript list of acquisitions, 1913 to 1917, Johnson Art Collection, Philadelphia, no.448.;""(b) Frick Art Reference Library, August 1931.""","(b) Attributed to Anonymous - 16th c. by Frick Art Reference Library, August 1931.",,,,,,,,,,,,,,,
b11075284,"Italian School (16th century), 16th C.","(a) Said to have come from a church near Venice ;""(a and b) presented in 1855 by Cavaliere Vallati of Rome to the National Gallery, London (NG272) (as Pordenone).""","(a) Catalogue of National Gallery, 1929, p.176, fig.272.","(a and b) Attributed to Giovanni Antonio de'Sacchi, Il Pordenone  (b) attributed to Venetian School (16th century).",,,,,,,,,,,,,,,
b11075296,"Italian School (16th century), 16th C., attributed to.","(a) Unidentified, Spain, probably from a private collection, as known from other photographs sent in the same shipment.","(a) Frick Art Reference Library, September 1951.","(a) Italian School - 16th c. by Frick Art Reference Library, September 1951. No attribution indicated. Probably by an imitator or follower of Raphael, Andrea del Sarto. It resembles the style of Puligo, or later if by an imitator of some later century.",,,,,,,,,,,,,,,
b11075302,"Italian School (16th century), 16th C., attributed to.","(a) Grases Collection, Sarri?, Barcelona, Spain.","(a) Mas, slip attached to back of photograph.;""(b) Martin S. Soria, annotation on Mas slip, circa 1939."";""(c) Frick Art Reference Library, December 1949.""","(b) Italian School by Martin S. Soria, 1939  (c) Attributed to Italian School - 4th quarter 16th c. by Frick Art Reference Library, December 1949. Compare with  The Roman late baroque  painters such as Agostino and Lorenzo Masucci, Francesco Manicini. It appears to be a manneristic follower of Raphael. It may be 17th, instead of late 16th century painting.",,,,,,,,,,,,,,,
b11075314,"Italian School (16th century), 16th C., attributed to.","(a,b,c,d) Museo Civico Filangieri, Naples (1486) ;""(c,d) immediately on the declaration of war (1940) all moveable works of art throughout Italy were evacuated to collecting points considered safe from aerial bombardment. Selections from the State Archives together with the contents of the Museo Filangieri (Museo civico Gaetano Filangieri) were sent to the Villa Montesano at Livardi (San Paolo Belsito), near Nola "";""(c,d) on September 30, 1943, the Germans discovered this deposit and methodically and completely burned it to ashes. This picture is on the list of paintings known to have been destroyed in this disaster.""","(a) Museo Civico Gaetano Filangieri, vol.i, 1888, p.359, fig.1486.;""(b) Alinari, Emilia, catalogue, 1927, p.30."";""(c) C. Norris, Burlington Magazine, vol.lxxxiv, March 1944, pp.72-75."";""(d) British War Office Report, Works of Art in Italy, 1946, pp.80 and 81, part 2."";""(e) Frick Art Reference Library, 1925.""","(b) Anonymous - 16th c. by Alinari, 1927. The 1888 gallery catalogue attributes the painting to Antonio Pollaiuolo  (e) Italian School by Frick Art Reference Library, New York, 1925.",,,,,,,,,,,,,,,
b11075326,"Italian School (16th century), 16th C., attributed to.","(a) C.M. Holmquist, dealer, Stockholm.","(a) Infromation with photographs and annotation on back of photograph.;""(b) Frick Art Reference Library, November 1939.""","(b) Attributed to Francesco Brina by Frick Art Reference Library, November 1939. Probably by or after F. Brina. The types and costumes are his.",,,,,,,,,,,,,,,
b11075338,"Italian School (16th century), 16th C., attributed to.","(a,b) V?dres, presumably a dealer, Florence.","(a) Annotation on back of photograph.;""(b) Frick Art Reference Library, July 1935.""","(b) Attributed to Italian School - 16th c. by Frick Art Reference Library, July 1935.",,,,,,,,,,,,,,,
b1107534x,"Italian School (16th century), 16th C.","(a) Mrs. James Tilghman, 1824 ;""(a) bequeathed by her to her grandson, Robert C. Lowery "";""(a) given by him to his cousin, also Mrs. Tilghman's grandson, Sidell Tilghman, Madison, New Jersey (as Filippino Lippi) "";""(d) Mrs. Sidell Tilghman, Madison, New Jersey.""","(a) Sidell Tilghman, verbally, September 25, 1924.;""(b) Library staff, September 25, 1924."";""(c) F. Mason Perkins, letter dated September 1925."";""(d) Mrs. H.W. Foote, Belmont, Massachusetts, letter dated May 5, 1928.""","(a) Filippino Lippi by Sidell Tilghman  (c) Anonymous - 2nd quarter 16th c. by F. Mason Perkins, September 1925.",,,,,,,,,,,,,,,
b11075363,"Italian School (16th century), 16th C.","(a) Madonna del Monte, Cesena, Italy.","(a) Lenz Kriss-Rettenbeck, Das Votivbild, 1958, pp.61 and 64, fig.4 (book jacket).;""(b) Touring Club Italia, Emilia e Romagna, 1957, p.548."";""(c) Frick Art Reference Library, 1960.""","(a) Anonymous - 1st quarter 16th c. by Kress - Rettenbeck Lenz, 1958  (c) Italian School - 1st quarter 16th c. by Frick Art Reference Library, 1960. Provincial school.",,,,,,,,,,,,,,,
b11075375,"Italian School (16th century), 16th C.","(a) Parrocchiale, Riottoli, Italy.","(a) Sansoni, list, shipment 181, Tuscany, 17 August 1954, p.6.;""(b) Frick Art Reference Library, 1953.""","(a) Anonymous - 16th c. by Sansoni, 17 August 1954  (b) Italian School - 16th c. by Frick Art Reference Library, 1953.",,,,,,,,,,,,,,,
b11075387,"Italian School (16th century), 16th C.","(a) Duomo, Fabriano, Italy.","(a) List accompayning photographs, per annotation copied on back of this photograph.",(a) Anonymous - 16th c. by Archivio Catalogue.,,,,,,,,,,,,,,,
b11075399,"Italian School (16th century), 16th C., attributed to.","(a) Museo Nazionale, Naples, Italy, in the Pinacoteca, possibly in the storeroom.","(a) Frick Art Reference Library, 1951.;""(b) Frick Art Reference Library, November 1960.""","(a) Attributed to Italian School - 16th c. by Frick Art Reference Library, 1951.",,,,,,,,,,,,,,,
b11075405,"Italian School (16th century), 16th C., attributed to.","(a) Pinacoteca Comunale di Rimini, Italy.","(a) Photographic catalogue, caption on Croci photograph.",,,,,,,,,,,,,,,,
b11075417,"Italian School (16th century), 16th C.","(a) Thomas J. Bryan, New York ;""(a) given in 1867 to the New York Historical Society, New York "";""(c) Sale, Parke-Bernet Galleries, New York, Thomas J. Bryan Collection, December 2, 1971, lot 25 (as School of Ludovico Carracci) ($775).""","(a) Catalogue of New York Historical Society of New York, 1915, p.64, fig.B-48.;""(b) Verbally, Richard Offner, February 1928 (at the Frick Art Reference Library)."";""(c) Sale, Parke-Bernett (New York, New York, U.S.A.), Sale, Thomas J. Bryan Collection, 2 December 1971, p.3, lot 25 (priced copy)."";""(d) Frick Art Reference Library, Authority File of Artists.""","(b) Copy after Correggio by Richard Offner, 1928. A later imitation of 16th century  (c,d) Attributed to Bartolomeo Schidone, (c) by Bryan, (d) by Frick Art Reference Library  (c) Bartolomeo Schidone by Bryan, 1971. Most recently listed as school of Ludovico Carracci.",,,,,,,,,,,,,,,
b11075429,"Italian School (16th century), 16th C., attributed to.","(a,b) Sant'Antonio, Cortona, Italy, (a) in 1900 to right of high altar.","(a) Della Cella, Cortona Antica, 1900, p.153.;""(b) Sansoni, list, shipment 198, 1 September 1958, p.5."";""(c) Frick Art Reference Library, 1959.""","(a) Attributed to Anonymous - 16th c. by della Cella, 1900  (b) Anonymous - 16th c. by della Cella, 1 September 1958  (c) Italian School by Sansoni, 1959.",,,,,,,,,,,,,,,
b11075442,"Italian School (16th century), 16th C.","(a,b) Sta. Maria dell'Orazione e Morte, Civitavecchia, Italy.","(a) Annotation on reverse of Gabinetto Fotografico Nazionale photograph, 1951.;""(b) Tolnay, list, shipment 23, 1951, p.1."";""(c) Frick Art Reference Library, 1952.""","(b) Anonymous - 16th c. by Tolnay, 1951  (c) Italian School by Frick Art Reference Library, 1952.",,,,,,,,,,,,,,,
b11075454,"Italian School (16th century), 16th C., attributed to.","(a) Pinacoteca, Terni, Italy, in Palazzo Carrara, sala 3.","(a) Touring Club Italia, Umbria, 1937, p.259.;""(b) Istituto Italiano d'Arti Grafiche (Bergamo, Italy), caption on photograph."";""(c) Frick Art Reference Library, January 1961."";""(d) Notizie su Capodimonte: Catalogue del Museo e Gallerie Nazionali, Molajoli, p.38, fig.748."";""(e) Touring Club Italia, Umbria, 1950, p.272.""","(a) Paludano by Touring Club Italia, 1937. Enrico Fiammingo  (c) Attributed to Flemish School - 4th quarter 16th c. by Frick Art Reference Library, January 1961. Surely not  Arrigo Fiammingo or Paludano : he was a Mannerist of quite different style  (c) Attributed to Italian School - 16th c. by , January 1961. It is by no means certain that this is a Flemish work, judging from the photograph. The general impression from the photograph is that it is an Italian, perhaps Umbrian work  (e) Attributed to Arrigo Fiammingo by , 1950.",,,,,,,,,,,,,,,
b11075478,"Italian School (16th century), 16th C.","(a) National Museum, The Hague ;""(a) transferred in 1808 to the Rijksmuseum, Amsterdam (331).""","(a) Catalogue of Rijksmuseum, english ed., 1927, p.10, fig.331.;""(b) Frick Art Reference Library, December 1933.""","(b) Attributed to Italian School - 16th c. by Frick Art Reference Library, December 1933. More probably Venetian deriving from Bonifazio Veronese, Schiavone, but difficult to place.",,,,,,,,,,,,,,,
b11075491,"Italian School (16th century), 16th C., attributed to.","(a) Scalzi, Venice, Italy, sacristy.","(a) Annotations on back of photograph, received, circa 1928.;""(b) Frick Art Reference Library, January 1949."";""(c) Frick Art Reference Library, inscription on panel, as read from photograph.""","(b) Attributed to Italian School - 16th c. by Frick Art Reference Library, January 1949. It could be earlier or later than the century chosen.",,,,,,,,,,,,,,,
b11075508,"Italian School (16th century), 16th C., attributed to.","(a) Walter G. Evans, from 1917 ;""(b) Fink Brokerage Company, Marsh Strong Building, Los Angeles.""","(a) Annotation on back of photograph, in pencil.;""(b) Annotation on back of photograph, in ink, by a different hand."";""(c) Frick Art Reference Library, January 1940.""","(c) Attributed to Italian School,16th century, by Library staff, January 1940. Perhaps Florentine or the work of a Mannerist artist from another part of the country, such as Giacomo del P?.",,,,,,,,,,,,,,,
b1107551x,"Italian School (16th century), 16th C.","(a) Church, Petit Bornard, Haute-Savoie, France.","(a) Annotation on back of photograph, 1925.",,,,,,,,,,,,,,,,
b11075521,"Italian School (16th century), 16th C.","(a) S. Francesco, Citerna, Italy.","(a) Sansoni, list, shipment 202, 30 October 1959, p.3, fig.7.;""(b) Frick Art Reference Library, 1960.""","(a) Anonymous - 16th c. by Sansoni, 30 October 1959  (b) Attributed to Italian School - 16th c. by Frick Art Reference Library, 1960.",,,,,,,,,,,,,,,
b11075533,"Italian School (16th century), 16th C., attributed to.","(a) Chiesa dei Cappuccini, Tolentino, Italy.","(a) Alinari, Marche, supplement, October 1928, p.2.;""(b) Frick Art Reference Library, 1937.""","(a) Attributed to Italian School - 16th c. by Alinari, October 1928  (b) Italian School by Frick Art Reference Library, 1937.",,,,,,,,,,,,,,,
b11075545,"Italian School (16th century), 16th C., attributed to.","(a) Palazzo Municipale, Chieti, Italy.","(a) Alinari, caption on photograph.;""(b) Frick Art Reference Library, 1937.""","(a) Anonymous - 15th c. by Alinari  (b) Italian School - 4th quarter 16th c. by Frick Art Reference Library, 1937.",,,,,,,,,,,,,,,
b11075557,"Italian School (16th century), 16th C., attributed to.","(a) Sant'Antonio, Cortona, Italy.","(a) Sansoni, list, shipment 198, 1 September 1958, p.5.;""(b) Frick Art Reference Library, 1959.""","(a) Anonymous - 16th c. by Sansoni  (b) Italian School by Frick Art Reference Library, 1959.",,,,,,,,,,,,,,,
b11075582,"Italian School (16th century), 16th C.","(a) Acquired between 1913 and 1917 by John G. Johnson Collection, Philadelphia ;""(a) Johnson Art Collection, Philadelphia Museum of Art, Philadelphia.""","(a) Manuscript list of acquisitions, 1913 to 1917, Johnson Art Collection, Philadelphia.",(a) Italian School - 16th c.,,,,,,,,,,,,,,,
b11075594,"Italian School (16th century), 16th C.","(a,b) Monastero della SS. Annunziata all'Arco dei Pantani, (S. Basilio de Arca Noe) ;""(c) the convent was demolished in 1924 and the detached frescoes (one of which this may possibly be) are now in the Casa dei Cavalieri di Rodi, Foro di Augusto, Rome.""","(a) Pencilled annotation on reverse of Archivio photograph, circa 1928.;""(b) Armellini, Le Chiese di Roma, 1891, p.146."";""(c) Touring Club Italia, Roma e Dintorni, 1938, p.159."";""(d) Frick Art Reference Library, 1940.""",,,,,,,,,,,,,,,,
b11075600,"Italian School (16th century), 16th C., attributed to.","(a) Ch?teau Lustenice, Prague, Czech Republic ;""(a) Sale, Plaza Hotel, New York, Ch?teau Lustenice Collection Part 3, November 24, 1944, lot 119 ($250).""","(a) Sale, Plaza Art Galleries (New York, New York, U.S.A.), Ch?teau Lustenice Collection Sale, 24 November 1944, lot 119, pt.3 (priced copy).;""(b) Frick Art Reference Library, September 1970.""","(a) Italian School - 16th c. by Plaza Art Galleries, New York  (b) Italian School - late 16th to early 17th c. by Frick Art Reference Library, 1970. The types are similar to those of Lavini Fontana, in her illustration of this subject, but, to judge from the reproduction only, the painting does not seem strong enough, or manneristic enough.",,,,,,,,,,,,,,,
b11075612,"Italian School (16th century), 16th C., attributed to.","(a) Madonna del Monte, Cesena, Italy, 1st chapel to right.","(a) Touring Club Italia, Liguria, Toscana a Nord dell'Arno, Emilia, vol.ii, 1924, pp.370 and 372.;""(b) Frick Art Reference Library, 1933.""","(b) Attributed to Italian School - 16th c. by Frick Art Reference Library, 1933. It was photographed by Luce in a massive 15th century frame in the chapel of the Madonna del Monte.",,,,,,,,,,,,,,,
b11075624,"Italian School (16th century), 16th C., manner of, attributed to.","(a,b,c,e,f) Richard Fairfax William Cartwright Collection, Aynhoe Park, England, this picture stands on an easel in the  Murillo Room  as German, Cologne 15th c.;""(e,f) Mr. Richard F.W. Cartwright died March 31, 1954, apparently a trust is holding the paintings on behalf of Miss Elizabeth Cartwright.""","(a) Photographic catalogue, list of photographs at Aynhoe Park, received from the Courtauld Institute of Art, January 1954, p.3, fig.47.;""(b) Aynhoe Park: An Illustrated Survey of the Northamptonshire Home of the Cartwright Family, E.I. Musgrave, text on page with pl.15:  Murillo Room , circa 1952."";""(c) A Short Guide to the Principal Rooms Shown at Aynhoe Park House, Banbury, circa 1950, p.4 (mimeographed manuscript)."";""(d) Frick Art Reference Library, November 1954."";""(e) Courtauld Institute of Art (London, England), letter, 2 April 1954."";""(f) Verbally, Rhod Welsford, quoted in letter of 9 November 1954, from Peter Murray of the Witt Library, London.""","(b) German School, Cologne by E.I. Musgrave, 1952. A 15th century artist subject to Italian influences in his work. The list of photographs at Aynhoe Park also gives the same attribution  (d) Attributed to Italian School by Frick Art Reference Library, November 1954. From an Italian Master especially perhaps Gaudenzio Ferrari, and Pintoricchio  (d) Manner of Italian School - 1st quarter 16th c. by , November 1954. It seems possible that the photograph is a deliberate forgery. There appears to be no reason for placing it with the school of Cologne or as early as the 15th century.",,,,,,,,,,,,,,,
b11075636,"Italian School (16th century), 16th C., attributed to.",(b) Unidentified.,"(a) Annotation on back of photograph.;""(b) Frick Art Reference Library, April 1945.""","(b) Italian School, Florentine - late 16th to early 17th c. by Frick Art Reference Library, April 1945. Probably a mannerist. It might be by a Italianizing Flemish artist (possibly Pedro Kempener). He might even be Spanish imitating Italian compositions.",,,,,,,,,,,,,,,
b1107565x,"Italian School (16th century), 16th C., attributed to.","(a) Grases Collection, Sarri?, Barcelona, Spain.","(a) Arxiv Mas, slip attached to photograph.;""(b) Frick Art Reference Library, December 1929.""","(a) Italian School by Arxiv Mas, Barcelona, Spain  (b) Attributed to Italian School - 16th c. by Frick Art Reference Library, December 1929.",,,,,,,,,,,,,,,
b11075661,"Italian School (16th century), 16th C., attributed to.","(a) Colonel F. P?rez Asencio Collection, Madrid, Spain.","(a) Mas, information slip attached to photograph, as Nativity of Jesus.;""(b) Frick Art Reference Library, May 1955.""","(a) Jacopo del Sellaio by Arxiv Mas, Barcelona, Spain  (b) Attributed to Italian School - 16th c. by Frick Art Reference Library, May 1955. Probably by a Spaniard, possibly after some Milanese Italian prototype not identified. No connection with Sellajo or with Florentine school.",,,,,,,,,,,,,,,
b11075673,"Italian School (16th century), 16th C., copy of.","(a) Acquired between 1913 and 1917 by John G. Johnson, Philadelphia ;""(a) the John G. Johnson Collection, Philadelphia Museum of Art, Philadlephia (1410).""","(a) Manuscript list of acquisitions, 1913 to 1917, Johnson Art Collection, Philadelphia, no.1410.;""(b) Frick Art Reference Library, September 1931."";""(c) Philadelphia Museum of Art, Philadelphia, Website, October 2009.""","(b) School of Andrea del Sarto by Frick Art Reference Library, New York, September 1931  (c) copy of Andrea del Sarto.",,,,,,,,,,,,,,,
b11075703,"Italian School (16th century), 16th C., attributed to.","(a) Chiesa dell'Annunziata, Gaeta, Italy.","(a) Tolnay, list, shipment 17, 1951, p.10.;""(b) Frick Art Reference Library, 1952."";""(c) Annotation on reverse of Gabinetto Fotografico Nazionale photograph, received 1951.""","(b) Attributed to Italian School, Campanese by Frick Art Reference Library, 1952. By a local eclectic painter  (a) Anonymous - 16th c. by Tolnay, 1951.",,,,,,,,,,,,,,,
b11075715,"Italian School (16th century), 16th C.","(a) G.R. Saunders, London, England, from 1921, as Bronzino.","(a) Witt Library, annotation on back of photograph, 1931.;""(b) Frick Art Reference Library, August 1931 and June 1942.""","(b) Italian School - 16th c. by Frick Art Reference Library, August 1931 and June 1942. A common formula imitating an older composition, the venerated  Annunciation  in chapel to left entering the SS. Annunziata in Florence.",,,,,,,,,,,,,,,
b11075727,"Italian School (16th century), 16th C., copy of, attributed to.","(a) Belonged to the collection formed by Mr. A.S. Ludlow, for which his son, Leo Ludlow, Tulsa, Oklahmoma, is Trustee ;""(a) A.S. Ludlow Estate, Waukesha, Wisconsin.""","(a) Leo Ludlow, letter, 13 May 1940.;""(b) Annotation on back of photograph."";""(c) Frick Art Reference Library, June 1940.""","(c) Copy after Italian School - 16th c. by Frick Art Reference Library, June 1940. Compare, for instance, with a picture in the Cleveland museum. Probably a later copy, by a non-Italian hand, of a portion of the composition very often used in the 16th c. and later.",,,,,,,,,,,,,,,
b11075740,"Italian School (16th century), 16th C., attributed to.","(a) James Jarves Jackson, to 1884.;""(a) purchased from him in 1884 by Liberty E. Holden, Cleveland "";""(a) bequeathed to his wife, Mrs. Liberty E. Holden "";""(a) presented by her to the Cleveland Museum of Art, Cleveland (as Florentine School).""","(a) Catalogue of the Holden Collection in the Cleveland Museum of Art, Rubinstein, 1917, pp.7, 24 to 25, fig.20.;""(b) Verbally, Richard Offner.""","(a) Italian School, Florentine - 16th c. by Rubinstein, 1917. The technique seems to be of the 16th century  (b) Italian School by Richard Offner, March 1928. A copy of the traditional type, but what you see in 19th century.",,,,,,,,,,,,,,,
